t_s,phase,cmd_erpm,actual_erpm,gnss_vx,gnss_vy,gnss_vz,gnss_speed_xy,odom_x,odom_y,estop,ready,feedback
6.77679002000059,run,-1000.0,-888.0,-0.02,-0.246,-0.056,0.24681166909204272,0.255204234295126,0.0,False,True,True
6.817028299999947,run,-1000.0,-969.0,-0.02,-0.246,-0.056,0.24681166909204272,0.248260550047876,0.0,False,True,True
6.861095649000163,run,-1000.0,-981.0,0.015,-0.199,-0.016,0.19956452590578316,0.243395504620501,0.0,False,True,True
6.901739678000013,run,-1000.0,-993.0,0.015,-0.199,-0.016,0.19956452590578316,0.238538773294126,0.0,False,True,True
6.956489867000528,run,-1000.0,-1006.0,-0.038,-0.198,-0.01,0.20161349161204467,0.23350417772350102,0.0,False,True,True
6.997304651000377,run,-1000.0,-1000.0,-0.038,-0.198,-0.01,0.20161349161204467,0.22580182635575102,0.0,False,True,True
7.039744097000039,run,-1000.0,-1032.0,-0.055,-0.241,0.023,0.24719627828913604,0.220751337588126,0.0,False,True,True
7.082282119999945,run,-1000.0,-1032.0,-0.055,-0.241,0.023,0.24719627828913604,0.215553581166876,0.0,False,True,True
7.136588616000154,run,-1000.0,-1032.0,-0.018,-0.27,-0.004,0.27059933481071236,0.207834615648876,0.0,False,True,True
7.177132042999801,run,-1000.0,-1025.0,-0.018,-0.27,-0.004,0.27059933481071236,0.202679839110501,0.0,False,True,True
7.217717073000131,run,-1000.0,-1045.0,-0.018,-0.27,-0.004,0.27059933481071236,0.197527392984501,0.0,False,True,True
7.26159084200026,run,-1000.0,-1045.0,0.034,-0.305,-0.112,0.3068892308309303,0.192272796755751,0.0,False,True,True
7.302417472999878,run,-1000.0,-1103.0,0.034,-0.305,-0.112,0.3068892308309303,0.187072272484501,0.0,False,True,True
7.356535120999979,run,-1000.0,-1212.0,-0.04,-0.3,-0.072,0.3026549190084311,0.181412012824501,0.0,False,True,True
7.396871298000406,run,-1000.0,-1185.0,-0.04,-0.3,-0.072,0.3026549190084311,0.172392500242126,0.0,False,True,True
7.437200981999922,run,-1000.0,-1118.0,-0.108,-0.283,0.023,0.3029075766632456,0.166685039453251,0.0,False,True,True
7.481583049000619,run,-1000.0,-1290.0,-0.108,-0.283,0.023,0.3029075766632456,0.160885676088001,0.0,False,True,True
7.521995286000674,run,-1000.0,-1126.0,0.044,-0.244,0.026,0.24793547547698774,0.154629988512001,0.0,False,True,True
7.570377329000621,run,-1000.0,-1151.0,0.044,-0.244,0.026,0.24793547547698774,0.149117157977001,0.0,False,True,True
